Unnamed: 0,T,U,Сl,aoi,I
2016-09-22 12:00:00,13,94,99,17.0916051639563,39.7633333333333
2016-09-22 13:00:00,13,94,99,22.6163434962209,58.2816666666667
2016-09-22 14:00:00,13,100,99,34.1954862181935,95.1966666666667
2016-09-22 15:00:00,14,94,99,47.5885807837592,46.2516666666667
2016-09-22 16:00:00,14,100,99,61.6094432460844,17.7116666666667
2016-09-22 17:00:00,14,100,99,75.8906447935034,2.16833333333333
2016-09-23 07:00:00,7,100,45,76.0079234461494,71.3433333333333
2016-09-23 08:00:00,8,100,20,61.7409291069614,300.798333333333
2016-09-23 10:00:00,12,77,0,34.4061878569934,818.496666666667
2016-09-23 12:00:00,14,63,20,17.4947351542278,854.268333333334
2016-09-23 14:00:00,15,55,45,34.4061878569934,489.681666666666
2016-09-23 15:00:00,15,55,45,47.7474406746673,280.273333333333
2016-09-23 17:00:00,13,72,0,76.0079234461494,15.6783333333333
2016-09-24 07:00:00,9,100,45,76.1257259991922,30.5816666666667
2016-10-10 15:00:00,5,66,75,50.6844163497954,34.205
2016-10-10 16:00:00,5,70,75,64.1142716742223,9.98333333333333
2016-10-10 17:00:00,5,76,75,78.0445842692431,1.80333333333333
2016-10-11 07:00:00,0,100,45,78.1642020090488,41.2183333333333
2016-10-11 08:00:00,1,93,45,64.258315322556,400.4
2016-10-11 09:00:00,3,81,0,50.865794721115,732.205
2016-10-11 10:00:00,4,56,0,38.5405206117152,819.73
2016-10-11 11:00:00,5,49,75,28.7045138758746,289.991666666667
2016-10-11 12:00:00,5,49,75,24.564920785613,122.278333333333
2016-10-11 13:00:00,5,49,75,28.7045138758746,124.478333333333
2016-10-11 14:00:00,5,49,75,38.5405206117152,174.996666666667
2016-10-11 15:00:00,5,49,75,50.865794721115,46.8066666666667
2016-10-11 16:00:00,4,61,75,64.258315322556,13.105
2016-10-11 17:00:00,4,65,0,78.1642020090488,1.24333333333333
2016-10-12 07:00:00,0,93,0,78.2834877216007,254.351666666667
2016-10-12 08:00:00,1,100,45,64.4024138069363,187.956666666667
2016-10-12 09:00:00,3,93,45,51.0475036504374,520.105
2016-10-12 10:00:00,4,87,45,38.7802520385947,368.981666666667
2016-10-12 11:00:00,5,70,75,29.0259796165508,516.545
2016-10-12 12:00:00,5,66,75,24.939985584033,336.446666666667
2016-10-12 13:00:00,5,61,75,29.0259796165508,135.765
2016-10-12 14:00:00,5,53,75,38.7802520385947,79.4916666666667
2016-10-12 15:00:00,5,53,75,51.0475036504374,76.0916666666667
2016-10-12 16:00:00,5,57,75,64.4024138069363,11.9216666666667
2016-10-13 07:00:00,2,75,75,78.4023914145207,28.2666666666667
2016-10-13 08:00:00,2,75,75,64.5464948527157,67.205
2016-10-13 09:00:00,2,75,75,51.2294402685461,94.385
2016-10-13 10:00:00,3,70,75,39.0200851464917,181.28
2016-10-13 11:00:00,3,70,75,29.3463462287146,210.99
2016-10-13 12:00:00,3,75,75,25.3124257875942,125.27
2016-10-13 13:00:00,2,81,75,29.3463462287146,74.025
2016-10-13 14:00:00,3,65,75,39.0200851464917,51.7366666666667
2016-10-13 15:00:00,3,70,75,51.2294402685461,33.8266666666667
2016-10-13 16:00:00,2,75,75,64.5464948527157,9.80666666666667
2016-10-13 17:00:00,2,75,75,78.4023914145207,1.30333333333333
2016-10-14 07:00:00,2,100,99,78.520863085624,22.3233333333333
2016-10-14 08:00:00,3,93,75,64.6904858316018,38.1183333333333
2016-10-14 09:00:00,3,93,75,51.4115013556341,46.5533333333333
2016-10-14 10:00:00,3,93,75,39.2598777036264,49.4266666666667
2016-10-14 11:00:00,3,93,75,29.665457065049,60.4633333333333
2016-10-14 12:00:00,4,87,75,25.6821310342263,88.245
2016-10-14 13:00:00,5,81,75,29.665457065049,53.9516666666667
