DateTime,T,U,Cl,I,aoi
2019-09-04 10:00:00,5.0,70.4,100.0,0.0,144.57113054076186
2021-09-08 23:00:00,-5.5,51.4,100.0,0.0,140.84195445505068
2021-09-08 23:00:00,-5.5,51.4,100.0,0.0,140.84195445505068
2021-09-08 23:00:00,-5.5,51.4,100.0,0.0,140.84195445505068
2021-09-08 23:00:00,-5.6,51.4,100.0,0.0,140.84195445505068
